Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,translated_tweet
Umaro yang Ulama; Bermanfaat untuk Semua; Bernegara dengan Pancasila; ; TGB Zainul Majdi untuk Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,Umaro the Ulama; Beneficial for All; Nation with Pancasila; ; TGB Zainul Majdi for Indonesia
USER USER USER USER USER USER USER USER USER USER USER Lebih tepat bani bangsat kali yak?\nOrg berbuat demi kebaikan dan ada alasannya di maki2.\nOrg goblok y,1,1,0,1,0,0,0,0,1,0,1,0,"USER USER USER USER USER USER USER USER USER USER USER More appropriately, bastard, right?\nPeople do things for the good and there is a reason for being cursed at.\nStupid people, huh?"
"USER Anjirr gila kaget gue hp hang tiba"" keluar suara kunti'",0,0,0,0,0,0,0,0,0,0,0,0,"USER Anjirr went crazy, I was shocked when my cellphone suddenly froze, ""Kunti's voice came out"""
USER emg produk cina \xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf',0,0,0,0,0,0,0,0,0,0,0,0,USER emg chinese products \xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf'
USER Terus bagaimana dgn uu MD3 bang?',0,0,0,0,0,0,0,0,0,0,0,0,"USER So what about the MD3 law, bro?'"
"USER Itulah para jongos dan antek2 aseng/asing penjual akidah, harga diri dan negara demi nafsu duniawi.'",1,1,0,1,0,0,0,0,1,0,1,0,"USER These are the lackeys and lackeys of foreigners who sell their beliefs, self-respect and country for the sake of worldly desires.'"
Bukti kerja nyata Presiden Jokowi untuk Indonesia. Satu Lagi Bandara di Era Jokowi #HayuKaKertajati,0,0,0,0,0,0,0,0,0,0,0,0,Evidence of President Jokowi's real work for Indonesia. One More Airport in the Jokowi Era #HayuKaKertajati
"orang bego gini kok direkrut jadi kader ya? masih pinter tukang sayur.....komemtar nya khan ngga ada yg berkualitas......kelihatan IQ nya seberapa tinggi? kasihan sih di bully terus, tapi memang sangat oantas di bully, sebab komentar nya sangat renfah kual",1,1,1,0,0,0,0,0,1,1,0,0,"Why are stupid people like this recruited as cadres? They're still smart as vegetable sellers..... none of their comments are qualified...... how high does their IQ seem? It's a shame they're bullied all the time, but they really deserve to be bullied, because their comments are very low quality"
"USER USER Ah masa iya? Kata siapa bawa-bawa agama udah gabisa berkata-kata? Justru karna gua cerdas makanya gua bawa-bawa tuh agama, nah itu lu tau sekecil apapun kata goblok tetap terlihat olehNya, lalu gimana lu? Udah slutsharming, udah ga respect sesama manusia, heran saya'",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER Oh really? Who said that bringing religion into the mix makes you speechless? It's precisely because I'm smart that I bring religion into the mix, well you know that no matter how small your stupid words are, they'll still be seen by Him, so what about you? You're already slut-sharming, you don't respect other humans, I'm surprised'"
"USER USER Di medsos kan kelihatan, mana saja yg bilang kasus bom kemarin adl fiksi. Itu contoh indoktrinasi dosis rendah. Korbannya bukan teroris, tapi pikirannya Diracuni bahwa bom itu fiktif'",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER On social media, it can be seen, who said yesterday's bomb case was fiction. That's an example of low-dose indoctrination. The victims are not terrorists, but their minds are poisoned that the bomb is fictional'"
"USER udah lu jgn panik gitu. ahok si kutil babi bakal tumbang kok di putaran kedua. teruskan cuapcuap mu di sosmed, gak ngaruh.",1,1,1,0,0,0,0,0,1,1,0,0,"USER, don't panic like that. Ahok the pig wart will fall in the second round. Continue your chatter on social media, it won't affect you."
Goblinnya brengsek banget gw ktw ampe pilek \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,1,0,0,0,0,0,0,0,0,0,0,The Goblin is such a jerk I'm going to have a cold \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
Itulah Kontrak Karya Pertama Freeport (KK-I). Kontrak karya tersebut merupakan bahan promosi yang dibawa Julius Tahija untuk memperkenalkan Indonesia ke luar negeri dan misi pertamanya adalah mempromosikan Kebijakan Penanaman Modal Asing ke Australia\n#F,0,0,0,0,0,0,0,0,0,0,0,0,That was Freeport's First Contract of Work (KK-I). The contract of work was a promotional material brought by Julius Tahija to introduce Indonesia abroad and his first mission was to promote the Foreign Investment Policy to Australia\n#F
Lebih baik sistem pemilihan kepala daerah itu dipilih oleh parlemen sehingga masyrakat tidak terlibat langsung dengan proses pilkada tersebut. Efek pilkada sung itu juga merusak birokrasi pemerintahan dikarenakan timses kubu yg menang ikut mengatur mutas,0,0,0,0,0,0,0,0,0,0,0,0,It is better if the regional head election system is chosen by parliament so that the community is not directly involved in the regional election process. The effect of the regional election also damages the government bureaucracy because the winning team also regulates the mutations.
USER Jaman P USER PBB gratis\nYg di anggap Aseng tapi trnyata lebih peduli dg rakyat kecil/pribumi...',0,0,0,0,0,0,0,0,0,0,0,0,USER Era P USER PBB is free\nThose who are considered foreign but actually care more about the common people/indigenous people...'
Parpol juga tidak memiliki nasionalisme dan lebih mempromosikan negara2 asing.\nParpol ini antek asing',1,0,0,1,0,0,0,0,1,0,1,0,Political parties also do not have nationalism and prefer to promote foreign countries.\nThese political parties are foreign lackeys'
RT USER USER USER USER ya karena zaman sby korupsi berjemaah asal bpk senang jawaban,1,0,1,0,0,0,0,0,1,1,0,0,RT USER USER USER USER yes because in SBY's era corruption was carried out collectively as long as the boss was happy with the answer
Kivlan cs jerit-jerit komunis hidup lagi!,1,0,1,0,0,1,0,0,0,1,0,0,Kivlan and friends scream that the communists are alive again!
Alangkah lucunya wagubku USER USER MeikartaGate URL,1,0,1,0,0,0,0,0,1,1,0,0,How funny is my deputy governor USER USER MeikartaGate URL
"Tadi devor nuna, sekarang rafen kunyuk. Anjir kapan gua tenang!? URL",0,1,0,0,0,0,0,0,0,0,0,0,"Earlier I was devor nuna, now rafen is a snotty mess. Damn when will I be calm!? URL"
Perilaku Si BABI USER ini memang benci dgn hal berbau Islam. Cocok dgn Ahok. USER,1,1,1,0,1,0,0,0,0,1,0,0,The behavior of this PIG USER really hates anything that has to do with Islam. It suits Ahok. USER
USER Dia Kristen ibu',0,0,0,0,0,0,0,0,0,0,0,0,USER She is a Christian mother'
Bikin coldbrew agak ngasal. Pagi diminum cuman demi melek instan aja. Tai lah gua masih ga ngerti kopi enak apa ga kayak apa. Hahahaahah',0,1,0,0,0,0,0,0,0,0,0,0,"Makes coldbrew a bit unpleasant. Drink it in the morning just for instant literacy. Tai, I still don't understand whether coffee is good or not. Hahahaahah'"
"Temenku, Maria dia beragama katolik tapi sangat menghormatiku sebagai muslim. Saling menjunjung perbedaan memang penting \xf0\x9f\x98\x8a\nSemoga orang lain bisa mencontoh sikap Maria. Akupun harus menghormati dia sebaliknya. \xf0\x9f\x99\x8f'",0,0,0,0,0,0,0,0,0,0,0,0,"My friend, Maria, is a Catholic but respects me as a Muslim. Respecting differences is important. \xf0\x9f\x98\x8a\nHopefully others can emulate Maria's attitude. I should respect her in return. \xf0\x9f\x99\x8f'"
Inovasi Desa kuatkan ekonomi masyarakat nagari di Sumatera Barat; #BumdesMendunia ; #TPPISumbar ; ; USER ; USER ; USER ; USER ; USER ; USER ; USER,0,0,0,0,0,0,0,0,0,0,0,0,Village Innovation Strengthens the Economy of Village Communities in West Sumatra; #BumdesMendunia ; #TPPISumbar ; ; USER ; USER ; USER ; USER ; USER ; USER ; USER
USER USER Si lucinta lunaa El si banci tp geulis da oplas',0,1,0,0,0,0,0,0,0,0,0,0,USER USER Si lucinta lunaa El the sissy but beautiful and plastic surgery'
USER Kenapa? Terguncang ente mendengarnya pak?? Makanya para ulama zaman dahulu berusaha menghindari orang orang seperti ini.. Karena hati kita ini ditangan Allah takutnya ada suatu masa kita terperosok ikut ideologi dia,0,0,0,0,0,0,0,0,0,0,0,0,"USER Why? Are you shocked to hear this, sir? That's why the scholars of the past tried to avoid people like this. Because our hearts are in the hands of Allah, we are afraid that one day we will fall into following his ideology."
Macam ada orang asing dalam rumah\xf0\x9f\x99\x83',0,0,0,0,0,0,0,0,0,0,0,0,It's like there's a stranger in the house\xf0\x9f\x99\x83'
"USER USER USER USER USER USER USER USER USER USER USER USER bangsad lu nan, marah ni gue'",1,1,1,0,0,0,0,0,1,1,0,0,"USER USER USER USER USER USER USER USER USER USER USER you bastard, I'm angry"
"USER USER Sabarlah..kerajaan sekarang akan laksanakan sati persatu...takkan kawin hari ni besok dapat cicit...contoh kejayaan yang ketara...selain penurunan harga tomato, kerajaan juga telah berjaya menurunkan nilai ringgit dan pelabur asi",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER Be patient...the kingdom will now carry out sati one by one...will not marry today tomorrow will have great-grandchildren...a clear example of success...besides reducing the price of tomatoes, the kingdom has also succeeded in reducing the value of the ringgit and breast milk investors"
"USER USER USER USER Ini asli IQ jongkok! Masak oposisi membangun? Dimana\xc2\xb2 ,tugas oposisi itu nyinyir pada pemerintah! Kecuali di negara komunis, nggak boleh ada yg nyinyir'",1,1,0,1,0,0,0,0,1,0,1,0,"USER USER USER USER This is a real IQ squat! How can the opposition build? Where\xc2\xb2, the job of the opposition is to criticize the government! Except in communist countries, no one is allowed to criticize'"
Jadi benar bahwa rezim saat ini adalah rezim komunis? Kok tanda-tanda nya seperti mengarah kesana ya..,1,0,1,0,0,1,0,0,0,1,0,0,So is it true that the current regime is a communist regime? Why do the signs seem to point that way?
Memonopoli gula dengan alasan penyebaran distribusi. Kami bukan orang bodoh pak presiden. Jangan bunuh IKM krn ada 298M biaya fee lelang.,1,0,1,0,0,0,0,0,1,1,0,0,"Monopolizing sugar under the pretext of distribution. We are not stupid, Mr. President. Don't kill SMEs because there are 298M auction fees."
USER Dukung2 Jokowi itu ujung2nya dapat kekuasaan ya.. politik munafik sok dukung padahal ada udang dibalik batu',1,0,1,0,0,0,0,0,1,1,0,0,"USER Supporting Jokowi will ultimately lead to power, huh... hypocritical politics pretending to support him when in fact there is something hidden behind it'"
Masih lagi termenung apabila teringat ending movie sicario smlm. Yahudi punya ending',0,0,0,0,0,0,0,0,0,0,0,0,I'm still pensive when I remember the ending of the film Sicario SLM. Jews have an ending'
USER Psi itu kan kumpulan perek2 dan perek laki2 sekjenya jd otaknya duit2 suruh mikir ga bisa sama bgt dgn KEBO',1,1,0,1,0,0,0,1,0,0,1,0,"USER Psi is a group of prostitutes and male prostitutes in general, so their brains are made up of money and they can't think the same way as KEBO'"
RT USER Ya intinye siapepun yang gak dukung wowo pasti di Cap PKI,1,0,0,1,0,1,0,0,0,0,1,0,"RT USER Yes, in essence, anyone who doesn't support Wowo will definitely be branded as PKI"
"USER USER Bang, ini jaman rezim hutang, ya bangga lah \xf0\x9f\x98\x80'",1,0,0,1,0,0,0,0,1,0,1,0,"USER USER Bro, this is the era of the debt regime, yes, be proud \xf0\x9f\x98\x80'"
USER harusnya kakek yang mpok mpok in cucu nete.',0,1,0,0,0,0,0,0,0,0,0,0,USER should be a grandfather who cares for his grandchildren.'
RT USER: USER Mari kita lihat saja sejauh mana parahnya Jakarta tanpa Ahok ini nanti setelah pelantikan gubernur baru...,1,0,1,0,0,0,0,0,1,1,0,0,RT USER: USER Let's just see how bad Jakarta will be without Ahok after the inauguration of the new governor...
"Pemerintah Dekati Ulama, Ini Komentar Aa Gym",0,0,0,0,0,0,0,0,0,0,0,0,"Government Approaches Ulama, Here Are Aa Gym's Comments"
RT USER: USER USER USER kebanyakan alasan...\nsi banci bloon itu cuma TAKUT MALU... URL,1,1,1,0,0,0,0,1,0,1,0,0,RT USER: USER USER USER most of the reasons...\nsi stupid sissy is just AFRAID OF SHAME... URL
USER USER Umat Bani Kencing Onta bodo amat kalo mau marah\xf0\x9f\x98\x86',1,1,0,1,0,0,0,0,1,0,1,0,USER USER The Bani Kencing Camel People don't care if they want to get angry\xf0\x9f\x98\x86'
RT USER USER Kalau ngajak orang pinter setidaknya dia harus sudah pintar lah ini jokowi masih goblok kok,1,1,1,0,0,0,0,0,1,1,0,0,"RT USER USER If you invite a smart person, at least he should be smart, this Jokowi is still stupid."
USER ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?,1,1,1,0,0,0,0,0,1,1,0,0,"USER Ahok the wart pig returns to his home in Lembang, why is Jakarta flooded, bud?"
"Presiden Indonesia saat ini hanya jadi jongos China komunis, memperkaya antek-antek cina & gerombolannya. Budha teroris disokong olh China rasis",1,1,0,1,1,1,0,0,0,0,1,0,"The current Indonesian president is just a lackey of communist China, enriching Chinese lackeys and their gangs. Terrorist Buddhists are supported by racist China."
RT USER USER USER USER Ucapan mu bos yg berfoto dgn anis pasti benci ahok jokowi,1,0,1,0,0,0,0,0,1,1,0,0,"RT USER USER USER USER Your words, boss, those who take photos with Anis must hate Ahok Jokowi"
"USER dulu pakai aparat dgn mantra ""anda anti pembangunan. anda komunis""'",0,0,0,0,0,0,0,0,0,0,0,0,"USER used to use the apparatus with the mantra ""you are anti-development. You are a communist""'"
Pemerintah memang ingin gerak cepat dalam pemberantasan terorisme. Apalagi belum lama ini di sejumlah tempat terjadi aksi bom bunuh diri yang menimbulkan kerusakan dan korban jiwa tak sedikit.',0,0,0,0,0,0,0,0,0,0,0,0,"The government does want to move quickly in eradicating terrorism. Moreover, recently in several places there have been suicide bombings that have caused damage and many fatalities.'"
"USER USER Jadi bos presiden, minimal nyicip dululah jadi presiden. Kek Mega..; ; :-p",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER To be the president's boss, at least try being president first. Like Mega..; ; :-p"
"Tolak dan lawan Politik uang, Politisasi sara untuk Pilkada yang Berintegritas.; ; USER ; USER ; USER ; USER USER.humaspolri ; #antihoax ; #indonesiadamai",0,0,0,0,0,0,0,0,0,0,0,0,"Reject and oppose money politics, politicization of religion and race for regional elections with integrity.; ; USER ; USER ; USER ; USER USER.humaspolri ; #antihoax ; #indonesiadamai"
"USER Salah orang tuanya, dok. Di kasus anak Saya, ya salah Saya. Awalnya seneng karena bisa beberes rumah dan masak. Ternyata anak Saya bukan cuma kecanduan. Tapi juga gangguan fokus dan mengarah ke gejala autis (PDD-NOS).\nSekarang stop tv dan ga",0,0,0,0,0,0,0,0,0,0,0,0,"USER It's the parents' fault, doc. In my child's case, it's my fault. At first I was happy because I could clean the house and cook. It turned out that my child was not only addicted. But also had a focus disorder and was leading to autism symptoms (PDD-NOS).\nNow I've stopped watching TV and don't"
"USER Partai elu plus konco2 lu bisanya cuma bikin MALU Indonesia aja min, mbok ya kalo goblok itu jgn kebangetan to min...'",1,1,0,1,0,0,0,0,1,0,1,0,"USER Your party plus your friends can only make Indonesia SHAME, bro, bro, if you're stupid, don't be too stupid, min...'"
"USER USER Ibarat rumah, kita harus jaga kebersihan. Karena Kebersihan merupakan bagian daripada IMAN. Bersih dari SAMPAH (spam/haters/....)\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER Like a house, we must maintain cleanliness. Because cleanliness is part of FAITH. Clean from TRASH (spam/haters/....)\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'"
"Tiga Menteri Jokowi non partisan dihargai dunia: SMI, SUSI, Men PUPR! Menteri2 asal parpol cuma duduk manis !; Presiden jokowi cukup 3 Menteri utk menggentarkan dunia",0,0,0,0,0,0,0,0,0,0,0,0,"Three non-partisan Jokowi Ministers are appreciated by the world: SMI, SUSI, Minister of PUPR! Ministers from political parties just sit back!; President Jokowi only needs 3 Ministers to shake the world"
RT USER USER Issue-issue PKI sudah muncul sehubung pemilihan presiden mulai dekat. Itu bentuk kampanye murahan.,1,0,1,0,0,1,0,0,0,1,0,0,RT USER USER PKI issues have emerged as the presidential election is approaching. It's a form of cheap campaigning.
USER Katanya anti Aseng...? Gak mau dijajah secara ekonomi sama China..kok impor dari sana..?',0,0,0,0,0,0,0,0,0,0,0,0,USER They say they are anti-Aseng...? They don't want to be colonized economically by China... why import from there..?'
#Tetes Anjing dan Neraka | Oleh: Emha Ainun Nadjib\nURL,0,0,0,0,0,0,0,0,0,0,0,0,#Dog Drops and Hell | By: Emha Ainun Nadjib\nURL
Makanya USER itu bagian dari Koruptor.sebab dia paling kenceng minta KPK di bubarkan.fahrisetan URL,1,0,1,0,0,0,0,0,1,1,0,0,That's why USERS are part of the Corruptors. Because they are the ones who most loudly ask for the KPK to be disbanded.fahrisitan URL
"USER Gw merasa bego lu jwb begitu mulu --""'",0,1,0,0,0,0,0,0,0,0,0,0,"USER I feel stupid, you always answer like that --""'"
USER USER Mereka soudara kita.. Seharusnya pemerintah memprioritaskan mereka untuk berkerja d peroyek2 pemerintah. Bukan orang asing',0,0,0,0,0,0,0,0,0,0,0,0,USER USER They are our brothers.. The government should prioritize them to work in government projects. Not foreigners'
USER USER alalala kutu onta dibelain WKWKWKW',0,1,0,0,0,0,0,0,0,0,0,0,USER USER alalala camel fleas are being defended WKWKWKW'
"""Al Qur'an juga menghentak lewat kelenturannya di setiap masa, kesesuaiannya pada setiap era untuk setiap tingkatan. Ia menaklukan para orator dan ulama jenius. Bahkan, ia membuat semua manusia tak berdaya untuk membuat satu surat semisalnya "" - Bediuzzama",0,0,0,0,0,0,0,0,0,0,0,0,"""The Qur'an also strikes with its flexibility in every age, its suitability in every era for every level. It conquers the orators and scholars of genius. In fact, it makes all humans powerless to produce a single chapter like it"" - Bediuzzama"
"USER Yg anti cina komunis antek aseng kapitalis rakus zionis mana suaranya, lg enak2 ngentod ya'",1,1,0,1,0,1,0,1,0,0,1,0,"USER Who are anti-Chinese communists, lackeys of foreign greedy capitalists, Zionists, where are your voices, they're having fun fucking, right?"
USER ayo kawan kita berangkat naik delman atau onta',0,0,0,0,0,0,0,0,0,0,0,0,"USER Come on friends, let's go by carriage or camel'"
Hanya di rezim zaman now. Pertamakalinya Indonesia meraih medali emas. Atlit n presiden yg dulu dulu ngapain ajaaa... \n#TerimakasihBapakPresiden \xf0\x9f\x99\x84\n\n*koplak ala ala cecebi. \xf0\x9f\x98\x8c',0,0,0,0,0,0,0,0,0,0,0,0,"Only in the current regime. The first time Indonesia won a gold medal. What did the athletes and presidents of the past do... \n#Thank you, Mr. President \xf0\x9f\x99\x84\n\n*Cecebi-style koplak. \xf0\x9f\x98\x8c'"
